"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.98"
"Longitude","-85.93"
"Elevation","10.40"
"Climate Identifier","2401200"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2015-02","2015","02","-32.9","","-39.8","","-36.4","","-18.9","","-49.2","","0.0","","4.0","","2.2","","6","",,"M",,"M"
"2015-03","2015","03","-33.7","","-40.0","","-36.9","","-21.2","","-46.3","S","0.0","","0.6","","0.2","","5","",,"M",,"M"
"2015-04","2015","04","-23.0","","-31.0","","-27.0","","-14.8","","-40.4","","0.0","","10.0","","8.2","","7","",,"M",,"M"
"2015-05","2015","05","-9.7","","-15.4","","-12.6","","1.5","","-23.7","","0.0","","4.0","","2.6","","3","",,"M",,"M"
"2015-06","2015","06","7.1","","1.5","","4.3","","15.4","","-4.7","","2.8","","0.0","T","2.8","","0","",,"M",,"M"
"2015-07","2015","07","13.4","","5.8","","9.6","","20.2","","2.4","","4.8","","0.0","","4.8","","0","",,"M",,"M"
"2015-08","2015","08","6.5","","1.7","","4.1","","12.2","","-3.5","","8.5","","0.0","T","8.5","","0","",,"M",,"M"
"2015-09","2015","09","-2.3","","-7.8","","-5.1","","4.3","S","-21.4","","0.0","","33.1","","19.5","","10","",,"M",,"M"
"2015-10","2015","10","-14.7","","-22.4","","-18.6","","-0.4","","-31.6","S","0.0","","15.4","","10.4","","12","",,"M",,"M"
"2015-11","2015","11","-24.9","","-32.2","","-28.5","","-9.0","","-42.5","","0.0","","10.2","","6.2","","15","",,"M",,"M"
"2015-12","2015","12","-33.7","","-40.9","","-37.4","","-17.5","","-47.8","","0.0","","6.8","","3.6","","14","",,"M",,"M"
"2016-01","2016","01","-27.3","","-36.0","","-31.7","","-4.7","","-47.4","","0.0","","3.6","","2.2","","12","",,"M",,"M"
"2016-02","2016","02","-30.6","I","-39.6","I","-35.2","I","-11.5","I","-45.5","I","0.0","I","0.4","I","0.4","I","","",,"M",,"M"
